DDO Code,DDO Name
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE BILASPUR
511,511-DISTRICT EDUCATION OFFICER BILASPUR
512,512-DY. DIR.ELE EDUCATION BILASPUR
513,"513-DY. DIRECTOR, SAINIK WELFARE BILASPUR"
514,514-DISTT. PUBLIC RELATION OFFICER BILASPUR
515,515-ASSTT REGISTRAR COOP. SOC. BILASPUR
516,516-DISTT ANIMAL HUSB. OFFR.BILASPUR
517,517-DISTT EMPLOYMENT OFFICER BILASPUR
518,518-TEHSILDAR ELECTION BILASPUR
519,519-DISTRICT WELFARE OFFICER BILASPUR
520,520-DISTRICT LANGUAGE OFFICER BILASPUR
521,521-DISTRICT STATISTICAL OFFICER BILASPUR
522,522-DISTRICT AYURVEDIC OFFICER BILASPUR
523,523-DISTRICT ATTORNEY BILASPUR
525,525-DEPUTY DIRECTOR AGRICULTURE BILASPUR
527,527-GENERAL MANAGER D.I.C. BILASPUR
528,528-COMMANDANT HOME GUARD BILASPUR
529,529-DISTT FOOD & SUPPLY CONTROLLER BILASPUR
530,"530-DISTRICT PLANNING OFFICER, BILASPUR"
531,531-DISTT.YOUTH & SPORTS OFFICER BILASPUR
533,533-DIST.DEV. & PANCHAYAT OFFICER BILASPUR
534,534-MINING OFFICER BILASPUR 
536,536-DISTT LIBRARIAN OFFICER BILASPUR
537,537-TEHSILDAR BILASPUR
538,538-LABOUR OFFICER BILASPUR
539,539-SUB DIV SOIL CONS. OFFICER BILASPUR 
540,540-PROJECT OFFICER DRDA BILASPUR
542,542-Secretary District Legal Services Authority
638,"638-E.E. PWD ELECT.DIV.,GAGRET  "
643,"643-E.E. PWD DIVISION-I, BILASPUR"
644,"644-E.E. PWD DIVISION-II,BILASPUR"
645,"645-E.E. PWD DIVISION,GHUMARWIN"
661,661-E.E. PWD MECH.DIV. BILASPUR
683,683-EE NATIONAL HIGHWAY DIV. HPPWD
736,736-EE IPH DIVISION BILASPUR
737,737-IPH DIVISION GHUMARWIN    
769,769-SUPDTT. ENG IPH CIRCLE BLP
819,819-FOREST DIVISION BILASPUR
842,842-FOREST DIV. PUBLICITY SHIMLA 
859,859-T.A.TO CONSV.FOREST BILASPUR
900,"900-O.S.D.FLYING SQD UNIT,TUTU,SML"
932,932-DIV.DWDO NAMHOL
933,933-DWDO MID HIMALYAN WATERSHED SWARGHAT
938,938-DFO(HQ) REGIONAL PROJECT DIRECTOR
948,948-DFO(HQ) CCF FC AND P BILASPUR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER ( P & S )     
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
961,961-LAND ACQUISATION OFFICER
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
976,"976-D.F.O (HQ) RPD, IDP BILASPUR"
979,979-DISTRICT PROJECT OFFICER BILASPUR
