DDO Code,DDO Name
211,211-PR.SSS DEOTHI
212,212-GSSS MAJHEOTI
213,213-PRINCIPAL GOVT COLLEGE R.PUR
214,214-BEEO RAMPUR
215,215-OC NCC RAMPUR
216,216-PR.SSS.BAHALI
217,217-GSSS NOGLI
218,218-GSSS DUTTNAGAR
219,219-GSSS GANVI-15/20 RAMPUR
220,220-GSSS JAGORI 18/20 RAMPUR
221,221-PR GSSS THAILICHAKATI
222,222-GSSS KINNU
223,223-GSSS KASHAPAT
224,224-HM GHS MUNISH
225,225-GSSS SARPARA
226,226-GSSS DARKALI
227,227-GSSS SHINGLA
228,228-GSSS KABOLI
229,229-GSSS BARACH
230,230-HM GHS LALSA
231,231-HM GHS KIYAO 15/20
232,232-GHS BHADAWALI
233,233-BEEO SARAHAN RAMPUR
234,234-GHS NIRTH
235,235-HMGHS DEVNAGER
236,236-HM GHS PALZARA
237,237-GHS JARASHI
238,238-HM GHS FANCHA
239,239-PRINCIPAL GSSS BADHAL
240,240-PRINCIPAL ITI Khadan (Nankhari)
241,241-PRINCIPAL GSSS MUNISH BAHLI
242,242-PRINCIPAL GSSS KHUNNI
243,243-PRINCIPAL GSSS RACHOLI
244,244-PR GOVT DEGREE COLLEGE JEORI
245,245-PRINCIPAL ITI AT DELATH
500,500-DISTRICT TREASURY OFFICER SHIMLA
501,501-DEPUTY COMMISSIONER SHIMLA
504,504-AC TO DC SHIMLA
505,505-CHIEF MEDICAL OFFICER
506,506-DISTRICT REVENUE OFFICER SHIMLA
508,508-SENIOR SUB-JUDGE RAMPUR
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT.REGISTRAR COOP. SOC. SHIMLA
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISTT.FOOD & SUPPLY CONTROLLER SHIMLA
534,534-MINIING OFFICER SHIMLA
538,538-LABOUR OFFICER RAMPUR
542,542-SECRETARY DISTRICT LEGAL AUTHORITY
618,"618-E.E. PWD DIVISION-III,SHIMLA"
619,"619-E.E. PWD ELECT.DIV-II,SHIMLA"
629,"629-E.E. PWD DV.,LAHAUL AT UDAYPUR"
647,"647-E.E. PWD DIVISION,RAMPUR"
648,"648-E.E. PWD DIVISION,KUMARSAIN"
649,"649-E.E. PWD DIVISION,OUTER SERAJ"
652,"652-E.E. PWD N.H.DIVISION,RAMPUR"
654,"654-E.E. PWD MECH.DIVISION,RAMPUR"
709,709-EE IPH DIVISION POOH
710,710-IPH DIVISION RAMPUR
712,712-IPH DIVISION KAZA
800,800-FOREST DIVISION PANGI(KILLAR)
833,833-FOREST DIVISION KOTGARH(S.F)
834,834-FOREST DIVISION RAMPUR
835,835-FOREST DIVISION NICHAR
850,850-T.A.TO P&F PLANTATION CIRCLE
855,855-T.A.TO CONSERVATOR FOREST RAMPUR
856,856-DFO W.LIFE SARAHAN(RAMPUR)
889,889-DIRECTOR NATIONAL PARK KAZA
941,941-DWDO RAMPUR BUSHAHR
950,950-CHIEF ELECTRICAL INSPECTOR
951,951-CONTROLLER ( W & M)
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
962,962-LAND ACQUISATION OFFICER
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
972,972-DY.PROJECT DIR HP FOREST ECOSYSTEM MANAGEMENT LIVELIHOOD IMPROVEMET PROJECT RAMPUR
